"Sr","d13C","d34S","fR","fL","fA","fD","fAw_fA","RT","GEOG","fSR","fC"
89.9197806001393,0.0227039700532319,22.9579551670575,1.01144257861695,0.62963081416757,1.00230456039097,0.554414944642911,0.959509405570029,0.0321645102661485,-7.36692203122868,1.0000576362528,0.752787093367285
89.968105660584,-0.000556851584788611,23.1473748952955,1.02182000457759,0.64376791739057,1.00402049118505,0.565901766265579,0.931838922333488,0.0342193040246218,-7.32754568444577,1.0361644614519,0.751288960751501
89.9923864338303,0.0161595307775458,25.2390289113999,1.02624436963636,0.61896417439833,0.990134466816575,0.552658099146399,0.952277631733937,0.0409552099245351,-7.42003910431904,1.20193793864854,0.739476195323955
90.0210811031803,-0.00359059636828079,27.6965131009553,1.02234283239059,0.618158818217102,0.99934880876856,0.572594227936337,0.96323930244018,0.027888905353449,-7.33836949836518,1.35206012619002,0.743505957261952
89.1969162946937,0.0580862067236343,33.0814970713119,1.03345445831342,1.03553987787394,0.962841014350367,0.635861543357132,0.955140028427943,0.027567648917532,-5.98696949274355,1.59074483092887,0.740066823937384
89.1240919751799,-0.0378379695611149,32.7886338092168,1.03581739919654,1.0644056656388,0.939143824547501,0.688521616163565,0.986896502202312,0.0312525765982746,-4.66190092883901,1.69888964179561,0.740760914923167
88.8551504655837,-0.491247989126945,35.1800390229041,1.03188251235581,0.959229418309403,0.903494920525825,0.754861614796839,1.02746836373105,0.0296976862549368,-3.36193946970238,1.61647082636609,0.748563435226774
89.1911799520562,-1.00992301919654,36.2639815236545,1.02664696802661,0.983711058286685,0.878089529917887,0.812623802674255,0.993057967897231,0.0282858711819217,-2.01929238932349,1.52591523091254,0.748003926051686
86.9512311685934,-1.01925300809436,34.1368753759547,1.01488263722478,0.95991658826,0.883686075379487,0.839238232697433,0.982739876008852,0.0291549697083788,-1.99188656489781,1.49198461556492,0.754257054348547
85.2627570836592,-1.00175513553995,30.5014064992537,1.00931314399948,1.00696870434575,0.897009904740549,0.875775601217638,0.961435891601913,0.0305845511742165,-1.95640689538087,1.48747708950918,0.755449084639657
81.9264988384535,-0.982847392713479,27.4869900762677,1.00872601625464,1.0467661654171,0.92122659064639,0.889490994690694,0.936385333356503,0.029275237334522,-1.82820020716221,1.49251401418554,0.741345337369492
80.0787049601715,0.00674428278694966,25.3837572188544,0.995386591309328,1.08259557265214,0.833520335528286,0.94168384749789,0.966177771726413,0.0271600284043387,-1.84791612287778,1.52426211637421,0.758337429624599
77.9891859473569,-0.00153378397439528,26.2099706528345,0.983742437668877,1.15653536129472,0.719897143738499,0.980985902905482,0.994133698756105,0.0257030444028944,-1.78512702898947,1.53815787241425,0.758446043921474
78.8374951538923,0.727044209959559,26.8778873523061,0.973493146883958,1.45122283376948,0.773201295799904,0.956537120444215,0.973285952844052,0.0250365491643915,-2.41036999195574,1.54639213000729,0.765223249150354
80.9278268345344,0.997169916367697,27.626203842575,0.958373381856189,1.49190457034866,0.774242309126409,1.09246217703616,1.00230372503231,0.0228612340164093,-0.453343614441902,1.56401539928767,0.756518827943095
85.7955721101816,1.53769854120971,26.5194038447047,0.954671450615298,1.53248066639837,0.7952257919575,1.07232666334604,1.0067384308568,0.0233357059927449,-0.873778996722542,1.52638597473629,0.758094896235757
86.8415389647936,1.98482808169439,23.5531302196685,0.937556434787561,1.5462172529205,0.81614155312024,1.07362181291727,0.950986682504095,0.0232880175442724,-1.43126861490175,1.49246357685787,0.747252738882872
84.8955235439469,0.496663877402613,21.7547220255019,0.916858066886936,1.54541583724013,0.828725977169907,1.1084330469243,0.977741479759343,0.0228358189484145,-1.72693166422259,2.65190076011746,0.749331529132227
79.9847332001,1.51064558541271,21.1901429545865,0.90943720639699,1.49894477839902,0.802024538212242,1.11162457008276,0.98576673597856,0.0225058168321912,-0.597009128935488,2.28132368780077,0.743794540010246
77.910738391708,1.0178521355683,21.2262571675039,0.889740708307383,1.49081880792096,0.752001009447796,1.15674482100662,0.983007292644187,0.0212918377067389,0.607388531283943,2.03043232307872,0.752442751647518
82.0303334566637,0.998508735705094,20.275061828586,0.877055723678559,1.43439918046707,0.703562711675019,1.15236774937392,1.0064421621399,0.0217708386689729,1.91228009126593,2.69476308758878,0.753204489649241
82.0151422490682,1.3987601105276,19.4673690640536,0.862892952650247,1.40850969351238,0.732172750045673,1.1616239367247,0.988895707646375,0.0209105609385594,1.23801192523651,3.06701337351023,0.744259071639719
